Bewertung_ID,Klinik_ID,Name_Klinik,Bewertung_Datum,Sternebewertung,Textuelle_Bewertung,Likes
199,6,Friederikenstift Hannover,vor einem Jahr,1,"(Übersetzt von Google) 5 Stunden mit einer verrutschten Kniescheibe im A & E-Bereich ...... unbequemer Warteraum .... moralisierendes Personal, das Sie ziemlich unwillkommen fühlt .... musste aufgeben - zum Glück ging der Schwellung nach der Abkühlung nach unten, aber Krämpfe in den Waden es ist alles zu unangenehm.

Wenn Sie einen Hexendoktor kennen, gehen Sie stattdessen dorthin.

(Original)
5 hrs with a slipped kneecap in the A&E......uncomfortable waiting room....moralising staff making you feel pretty unwelcome....had to give up - luckily swelling went down after cooling but cramps in the calves made it all too unpleasant.

If you know a witch doctor, go there instead.",0
200,6,Friederikenstift Hannover,vor einem Jahr,1,"(Übersetzt von Google) Warum nur das Krankenhaus zu Lob Kommentare antworten und nicht die negativen?

(Original)
Why does the hospital only reply to praise comments and not the negative ones ?",0
201,6,Friederikenstift Hannover,vor einem Jahr,4,"(Übersetzt von Google) Gutes Krankenhaus insgesamt relativ sauber
Es vermittelt viele Bus- und Bahnhaltestellen

(Original)
مشفى شامل جيد نظيف نسبيا
يتوسط الكثير من مواقف الباصات والقطارات",0
202,6,Friederikenstift Hannover,vor einem Jahr,3,"(Übersetzt von Google) OK

(Original)
ok",0
203,6,Friederikenstift Hannover,vor 9 Monaten,1,,0
204,6,Friederikenstift Hannover,vor 3 Jahren,4,,0
205,6,Friederikenstift Hannover,vor 3 Jahren,2,,0
206,6,Friederikenstift Hannover,vor 4 Jahren,5,,0
207,6,Friederikenstift Hannover,vor 3 Jahren,3,,0
208,6,Friederikenstift Hannover,vor einem Jahr,5,,0
209,6,Friederikenstift Hannover,vor 4 Monaten,1,,0
210,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
211,6,Friederikenstift Hannover,vor 4 Jahren,1,,0
212,6,Friederikenstift Hannover,vor einem Jahr,5,,0
213,6,Friederikenstift Hannover,vor 5 Monaten,1,,0
214,6,Friederikenstift Hannover,vor 2 Jahren,5,,0
215,6,Friederikenstift Hannover,vor einem Jahr,5,,0
216,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
217,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
218,6,Friederikenstift Hannover,vor 2 Jahren,5,,0
219,6,Friederikenstift Hannover,vor 2 Jahren,1,,0
220,6,Friederikenstift Hannover,vor 2 Jahren,2,,0
221,6,Friederikenstift Hannover,vor 5 Jahren,5,,0
222,6,Friederikenstift Hannover,vor 9 Monaten,5,,0
223,6,Friederikenstift Hannover,vor 7 Monaten,1,,0
224,6,Friederikenstift Hannover,vor einem Jahr,4,,0
225,6,Friederikenstift Hannover,vor einem Jahr,5,,0
226,6,Friederikenstift Hannover,vor einem Monat,5,,0
227,6,Friederikenstift Hannover,vor 5 Jahren,5,,0
228,6,Friederikenstift Hannover,vor 2 Jahren,4,,0
229,6,Friederikenstift Hannover,vor einem Jahr,5,,0
230,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
231,6,Friederikenstift Hannover,vor 5 Jahren,3,,0
232,6,Friederikenstift Hannover,vor einem Jahr,5,,0
233,6,Friederikenstift Hannover,vor 2 Jahren,1,,0
234,6,Friederikenstift Hannover,vor 2 Jahren,5,,0
235,6,Friederikenstift Hannover,vor 4 Jahren,1,,0
236,6,Friederikenstift Hannover,vor einem Jahr,5,,0
237,6,Friederikenstift Hannover,vor 7 Jahren,5,,0
238,6,Friederikenstift Hannover,vor einem Jahr,5,,0
239,6,Friederikenstift Hannover,vor einem Jahr,2,,0
240,6,Friederikenstift Hannover,vor 2 Jahren,5,,0
241,6,Friederikenstift Hannover,vor 4 Jahren,5,,0
242,6,Friederikenstift Hannover,vor 4 Monaten,5,,0
243,6,Friederikenstift Hannover,vor 2 Jahren,5,,0
244,6,Friederikenstift Hannover,vor 3 Jahren,1,,0
245,6,Friederikenstift Hannover,vor 2 Jahren,3,,0
246,6,Friederikenstift Hannover,vor 2 Jahren,5,,0
247,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
248,6,Friederikenstift Hannover,vor 7 Monaten,4,,0
249,6,Friederikenstift Hannover,vor 3 Jahren,4,,0
250,6,Friederikenstift Hannover,vor 3 Jahren,1,,0
251,6,Friederikenstift Hannover,vor einem Jahr,1,,0
252,6,Friederikenstift Hannover,vor einem Jahr,5,,0
253,6,Friederikenstift Hannover,vor 2 Jahren,1,,0
254,6,Friederikenstift Hannover,vor 4 Monaten,2,,0
255,6,Friederikenstift Hannover,vor einem Jahr,5,,0
256,6,Friederikenstift Hannover,vor einem Jahr,1,,0
257,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
258,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
259,6,Friederikenstift Hannover,vor 2 Jahren,5,,0
260,6,Friederikenstift Hannover,vor 3 Monaten,5,,0
261,6,Friederikenstift Hannover,vor 4 Jahren,5,,0
262,6,Friederikenstift Hannover,vor 3 Jahren,5,,0
1,17,Helios Klinikum Cuxhaven,vor 4 Monaten,5,"Wir haben eine super Erfahrung auf der Kinderstation gemacht. Supernette Ärztin,Pfleger und Schwestern.
Wir haben sehr sehr selten so ein tolles Gespräch mit einer Ärztin gehabt, sie hat sich alle Zeit der Welt genommen um Diagnose und weitere Empfehlungen zu besprechen. wir würden die Klinik nur empfehlen!
Wir sind supr zufrieden. r .",0
2,17,Helios Klinikum Cuxhaven,vor einem Jahr,1,"Durchgang Zu Notfall Aufnahme und Altgebäude ist gesperrt, kein Umweg geschildert, der MA am Info war 30min am Telefonieren, müsste mein Jahrestermin zum Lungenarzt absagen. Kamm extra aus Bremerhaven 🙈😡😤",2
3,17,Helios Klinikum Cuxhaven,vor 3 Monaten,5,Auch dieses mal wurde ich wieder sehr gut aufgenommen und behandelt. Als Notfall Patient wurde ich schnellstens operiert und sehr freundlich betreut. Vielen Dank!,0
4,17,Helios Klinikum Cuxhaven,vor einem Monat,4,Ich war hier zur HNO Notfallsprechstunde. Guter Arzt. Krankenhaus etwas abgelegen.,0
5,17,Helios Klinikum Cuxhaven,vor einem Monat,1,"Meine Frau kam heute (Freitag Nachmittag) mit einer unklaren Augenblutung von der Arbeit aus in die Notaufnahme (Durchgangsarzt). Dort wurde sie von dem äußersten unfreundlichen Mitarbeiter an der Anmeldung mit dem Hinweis auf dem nicht vorhandenen Augenarzt direkt hinauskomplementiert. Man solle sich an einen Augenarzt wenden. Zu der Zeit war natürlich kein regulärer Augenarzt mehr verfügbar. An der normalen Rezeption war man noch nicht einmal willens, mit einer Adresse für den Notdienst weiterzuhelfen. Ein Rückruf beim kassenärztlichen Notdienst brachte das Ergebnis, dass es tatsächlich keinen augenärztlichen Notdienst gäbe. Der freundliche Mitarbeiter am Telefon war entsetzt, dass das Krankenhaus keine Erstbegutachtung durch eine Arzt vorgenommen hätte. Dazu sei es verpflichtet gewesen. Unsere Krankenkasse war ebenfalls entsetzt und teilt diese Ansicht.",2
6,17,Helios Klinikum Cuxhaven,vor 4 Monaten,5,"mion ! Danke schön an alle
ich hatte ein Sprunggelenk bruch und konnte noch nicht so mit Krücken laufen aber dank den beiden Krankenschwester die mir sehr geholfen haben ,habe mich sehr darüber gefreut
hoffe es verheilt alles schön und ich komme dann vorbei ....
Liebe Grüße .....",0
7,17,Helios Klinikum Cuxhaven,vor 6 Monaten,4,"Ich hatte Magensäure eingeatmet und wurde ins Krankenhaus eingewiesen.  Dort musste ich nicht lange warten, ein sehr netter Pfleger betreute mich bis der Arzt kam. Dieser horchte mich ab und untersuchte den Sauerstoff im Blut.  Beides war in Ordnung und so wünschte ich meine Entlassung. Der Arzt wies mich darauf hin das ich bei Fieber oder Schüttelfrost wieder kommen muss.  So kam es auch und ich ging zurück in die Klinik.  Nun untersuchte mich leider ein arrogantes und unfreundlicher Arzt. Ich sollte mich auf einen "" Klostuhl"" setzten für einen Urintest, wozu???? Wozu vor dem Arzt??? Nach gefühlten Stunden und endlosen sich wiederholenden Fragen kam ich endlich auf mein Zimmer.  Isolation, weil ich Fieber habe und damit automatisch in Corona Verdacht war. Die Pflegekräfte waren extrem nett, das Zimmer groß und sehr sauber. Ich blieb 1 Nacht um dann meinen Urlaub fortzusetzen.",0
8,17,Helios Klinikum Cuxhaven,vor 8 Monaten,3,"Ich war bis jetzt zum Glück nur 2-3 mal in der
Notaufnahme,wurde ordnungsgemäß behandelt.Ärzte freundlich und hilfsbereit. Die Schwestern zum Teil etwas unhöflich aber auch hilfsbereit, ist immer eine Sache des Ermessens. Trotzdem finde ich könnte in dieses Krankenhaus wirklich mehr investiert werden.",0
9,17,Helios Klinikum Cuxhaven,vor 5 Monaten,5,"Heute Notfallmässig zur op , Dame im Eingangsbereich hat sich liebevoller und intensiv um mich gekümmert als klar war um was es geht, ebenso die Schwestern, Ärzte, servisassistenten , es waren alle sehr bemüht und liebevoll, trotz Pflegenotstand , immer ein offenes Ohr und Verständnis für meine missliche Lage
Ich kann mich nur aus tiefsten Herzen bei allen Beteiligten bedanken , es lief alles optimal.
Bleibt wie ihr seit. Danke danke danke",0
10,17,Helios Klinikum Cuxhaven,vor 3 Monaten,1,"Ich war am 24.11.2020 ca. gegen 00:30 dort, da ich schlimme Bauchkrämpfe hatte, während ich mit Corona in der Quarantäne lag. Natürlich rief ich vorher an und ich sollte vorbei gehen. Was ich natürlich tat. Ich ging in den Bereich, der für die Grippen verantwortlich war. Dort empfing mich eine Dame, die mich von anfang an sehr Respektlos behandelte. Ich wurde angemotzt, sie hat die Gegenstände für die Untersuchungen nur vor sich hergeworfen. Sie plapperte irgendwas mit ""du willst mich umbringen"" vor sich hin. Sowas ist definitiv Respektlos. Ich werde auch den Chefarzt aufsuchen oder jemanden, der für sie zuständig ist.",0
11,17,Helios Klinikum Cuxhaven,vor 5 Monaten,5,"Super Ärzte, sehr freundliches Personal, auch das Essen war sehr gut.",0
12,17,Helios Klinikum Cuxhaven,vor 6 Monaten,1,"Haben Schädel wie Nasen Fraktur nicht erkannt, selbst der cheff Arzt nicht. Schlechtestes Klinikum und nur 3wahl amateure von Ärzten und Pflege Kräften... Sofort eine 2 Meinung bei einem echten Arzt einholen!!!!!!",5
13,17,Helios Klinikum Cuxhaven,vor 7 Monaten,5,"Wir sind zum Urlaub machen hier und meine Tochter hat sich leider direkt am ersten Abend verletzt.
Nach telefonischer Absprache sollten wir uns in der Notaufnahme melden.
Ich möchte einen besonderen Dank an die super liebe Schwester (Tha****) in der Aufnahme der Notaufnahme aussprechen!
Leider begegnet man nur noch selten Schwestern, die ihren Job mit Liebe und Leidenschaft ausüben.
Sie hat meiner Tochter ihre Angst genommen, sie zum Lachen gebracht und sich die Zeit genommen, ihr alle ihre Fragen zu beantworten.
Sie war sehr organisiert und hat den Ablauf so geplant, dass wir reibungslos und schnell das Krankenhaus wieder verlassen konnten.

Vielen lieben Dank dafür, dass man sich trotz der Umstände wohl und gut aufgehoben gefühlt hat!!!",2
14,17,Helios Klinikum Cuxhaven,vor 3 Monaten,1,Schlimmste krankenhaus die ich in mein leben gesehen habe!!,0
15,17,Helios Klinikum Cuxhaven,vor 8 Monaten,5,"Nach Sturz mit dem Rad und starken Schulterbeschwerden sehr schnelle und freundliche Hilfe durch Feuerwehr, in der zentralen Notaufnahme und in der Röntgen Abteilung. Alle Wartezeiten völlig angemessen.",1
16,17,Helios Klinikum Cuxhaven,vor 5 Monaten,1,"Die können nix eine Katastrophe, die sind so schlecht",3
17,17,Helios Klinikum Cuxhaven,vor 7 Monaten,5,Sehr freundlicher Empfang an der Rezeption und sehr zuvorkommende und freundliche Mitarbeiterinnen auf der Station 1a.,1
18,17,Helios Klinikum Cuxhaven,vor einem Jahr,2,"Ich wurde heute leider so unfreundlich von einer Ärztin behandelt, weswegen ich auch nur zwei Sterne geben kann. Natürlich hab ich Verständnis wenn viel los ist oder etc. aber das eine Ärztin null Einfühlungsvermögen zeigt, finde ich unfassbar.
Es wäre schön gewesen hätte man anders mit mir geredet und hätte mich nicht so herablassend behandelt. Schließlich kann ein Patient nicht selber erforschen was er hat!
Das einzig positive war die kurze Wartezeit.",3
19,17,Helios Klinikum Cuxhaven,vor 3 Monaten,1,Coronaregeln werden nicht kontrolliert,1
20,17,Helios Klinikum Cuxhaven,vor einem Jahr,1,Ich empfehle jeden dieses Dreckskrankenhaus zu vermeiden.Außer ihr habt Lust 5-6 Stunden in der Notaufnahme zu warten um danach zu erfahren das der behandelnde Arzt nicht mehr im Haus ist und ihr im Krankenhaus übernachten wollt.Sowas  erwarte ich in einem Drittland aber nicht in Deutschland.Fahrt lieber 15 min nach Otterndorf oder 30min nach Bremerhaven da seid ihr schneller rein und raus.,4
21,17,Helios Klinikum Cuxhaven,vor 7 Monaten,1,"Wir sind am Samstag zum ärztlichen Bereitschaftdienst, weil unser Sohn hohes Fieber hatte. Befund : Zähne brechen durch.
Auf nachfrage ob eine Entzündung der Ohren vorliegt wurde verneint. Untersuchung wurde ohne zuhilfenahme eines Otoskops durchgeführt . Der Hinweis ,dass mein Kleiner bei den ersten Zähnen auch eine Ohrenentzündung bekam, wurde nicht zur Kenntnis genommen.

Sonntag nach Bewusslosigkeit unseres Kindes in der Notaufnahme gelandet. Befund der Gleiche. Auf erneute Nachfrage ob er eine Entzündung in den Ohren hätte, wurde wieder verneint. Höhere Dosierung der Fieberzäpfchen wurde verordnet.
Auf die Bewusslosigkeit wurde nicht recht wenig eingegangen. ""Die schreien sich mal weg""  ist für mich keine gute Erklärung für etwas , was ich so noch nicht erlebt habe.

Montag morgen :Resultat nachdem ich bei meinem Hausarzt/Kinderarzt war : Entzündung der Ohren!
Wie kann sowas angehen, dass zwei verschiedene Ärzte nicht erkennen,dass die Ohren entzündet sind?
Ich bin maßlos enttäuscht von dem Krankenhaus. Für die Zukunft werden wir nach Bremerhaven oder Stade fahren.",2
22,17,Helios Klinikum Cuxhaven,vor 9 Monaten,1,"Schade, dass man nicht null Sterne geben kann :)
Wir kamen an, mit einer Überweisung wegen einer Nagelbettentzündung. In der Notaufnahme und wurden nach ca. 10 Minuten dran genommen alle waren überaus freundlich und nett. Im Behandlungszimmer, wo wir auf den Arzt warten sollten, kam ein Krankenpfleger, der uns sagte wir sollten morgen wierkommen um zu sehen, ob es besser geworden sei, außerdem müsste der Zeh sonst operiert werden und Operationen werden nur Donnerstags gemacht und außerdem käme die Chefärztin erst am Donnerstag wieder. Auf einige Nachfragen meinerseits, ging er nochmal raus und kam wieder mit der Neuigkeit, dass es jetzt gemacht wird. Wir. waren überrascht. Dann wurde der Zeh lokal betäubt.  Er machte dies auch gut und gewissenhaft mit einer allerdings fragwürdig monströsen Nadel.
Kurze Zeit später kam dann der Arzt Dr. Bernward Steinhorst und begann mit der Behandlung. OHNE zu fragen ob die Betäubung schon wirke, fing er an mit einer Pinzette an dem Nagel rumzuruckeln und ihn anzuheben. Danach drückte er den Nagel grob nach oben piekte dabei in die entzündete Nagelhaut um die Stelle zu ""reinigen"". Als er mit der Reinigung fertig war drückte er eine Mullbinde zwischen den Nagel und die entzündete Haut ohne Rücksicht auf den Patienten (ein jetzt schon stark weinendes Kind) zu nehmen. Im direkten Anschluss der Behandlung teilte er uns mit, dass diese Behandlung eigentlich unnötig gewesen sei. Auf meine Nachfrage, warum es denn trotz Betäubung so schmerzhaft war, antwortete er, dass es manchmal sein kann, dass die Betäubung erst nach 15 Minuten einsetzt und meistens bei entzüdeten Stellen auch gar nicht wirkt! Wir verließen dann unter Schmerzen und Tränen das Krankenhaus.

Hätte ich gewußt, was da auf uns zu kommt, hätte ich meinem Sohn diese wirklich schreckliche und anscheinend unnötige Erfahrung erspart!!!
Einmal und ab jetzt nie wieder, eine Erfahrung die man NIEMALS mit einem Arzt machen sollte!
Sehr unsensible Behandlung eines 10 Jährigen Jungen...",6
23,17,Helios Klinikum Cuxhaven,vor einem Jahr,5,"Wir haben eine super Erfahrung auf der Kinderstation gemacht. Supernette Pfleger und Schwestern.
Wir haben sehr sehr selten so ein tolles Gespräch mit einer Ärztin gehabt, sie hat sich alle Zeit der Welt genommen um Diagnose und weitere Empfehlungen zu besprechen.
Krankenhausaufenthalt ist natürlich mit viel Wartezeit verbunden, aber man merkt die gute Struktur. Wenn etwas schief läuft, dann liegt es eher an den Personen (die ja möglicherweise auch gerade nicht gut drauf sind), aber unterm Strich können wir die Klinik nur empfehlen!
Wir haben klare Aussagen bekommen wo Grenzen liegen und eine weitere Diagnostik beim Spezialisten notwendig sei. Da ist für uns kompetentes Handeln.
Einziger Kritikpunkt: Das Parkplatzmanagement ist scheiße! Wie soll man Prakgebühren zahlen, wenn eine ständige Anwesenheit beim Kind notwendig ist? Nun ja, die 15 € Strafe sind dann aber verkraftbar.",1
24,17,Helios Klinikum Cuxhaven,vor 7 Monaten,1,Krankenhaus gescheitert . Ich warte stundenlang in diesem Krankenhaus und die Behandlung ist sehr schlecht,1
25,17,Helios Klinikum Cuxhaven,vor einem Jahr,4,"Eine super Betreuung in der Kinderstation 2A. Besonderes Lob an die Schwester Annika die ganz viel arbeitet und trotzdem immer gut drauf ist. Eine tolle Frau mit ganz viel Herz. Haben uns gut aufgehoben gefühlt.
Allerdings hätte die Aufnahme schneller sein können. Finde bei Kindern denen es ganz schlecht geht darf es nicht so lange dauern.",1
26,17,Helios Klinikum Cuxhaven,vor 9 Monaten,5,Sehr zufrieden 👍 Weiter zu empfehlen!,1
27,17,Helios Klinikum Cuxhaven,vor einem Jahr,5,"Sehr geehrtes Krankenhausteam, auf diesem Wege möchte ich mich nochmal bedanken, für die freundliche kompetente Aufnahme. Ich war auf der Station 1 A in ihrem Hause untergebracht. Auch die  professionelle Art der Ärzte  bei der Vorbesprechung hat mich überzeugt. Herr Dr.. Franck führte den Eingriff zum Beheben des Karpaltunnelsyndroms durch. Ich bin heute nach nur 3 Wochen beschwerdefrei. Vielen Dank.",0
